title,位置,经纬度
重矿大厦,上海市黄浦区重矿大厦,"121.482765,31.199697"
弘辉名苑,上海市黄浦区弘辉名苑,"121.489922,31.203295"
上海人家,上海市虹口区上海人家,"121.478093,31.271291"
弘辉名苑,上海市黄浦区弘辉名苑,"121.489922,31.203295"
黄浦新苑(公寓),上海市黄浦区新苑,"121.483539,31.209315"
金日世家,上海市黄浦区金日世家,"121.494942,31.212137"
阳光里(黄浦),上海市黄浦区阳光里,"121.500853,31.212154"
阳光翠竹苑,上海市黄浦区阳光翠竹苑,"121.498299,31.213047"
阳光里(黄浦),上海市黄浦区阳光里,"121.500853,31.212154"
佳日公寓,上海市黄浦区佳日公寓,"121.487930,31.224699"
精文苑,上海市黄浦区精文苑,"121.492027,31.201374"
开元坊,上海市黄浦区开元坊,"121.485184,31.213198"
黄浦新苑(公寓),上海市黄浦区新苑,"121.483539,31.209315"
仁德坊,上海市黄浦区仁德坊,"121.481207,31.204473"
老西门新苑,上海市黄浦区老西门新苑,"121.482994,31.216076"
老西门新苑,上海市黄浦区老西门新苑,"121.482994,31.216076"
华浩苑,上海市黄浦区华浩苑,"121.489044,31.216946"
淮海晶华苑,上海市黄浦区淮海晶华苑,"121.478088,31.223518"
金南新苑,上海市黄浦区金南新苑,"121.499718,31.212038"
冠浦花园,上海市黄浦区冠浦花园,"121.484879,31.205944"
冠浦花园,上海市黄浦区冠浦花园,"121.484879,31.205944"
秀水苑(黄浦),上海市黄浦区秀水苑,"121.502095,31.211680"
威海苑,上海市黄浦区威海苑,"121.469201,31.228765"
新地苑,上海市黄浦区新地苑,"121.490944,31.222298"
秀水苑(黄浦),上海市黄浦区秀水苑,"121.502095,31.211680"
大同花园南区,上海市黄浦区大同花园南区,"121.473096,31.204921"
太阳都市花园一期,上海市黄浦区太阳都市花园一期,"121.488998,31.222900"
金南新苑,上海市黄浦区金南新苑,"121.499718,31.212038"
瑞金新苑,上海市黄浦区瑞金新苑,"121.474426,31.209239"
鼎达公寓,上海市黄浦区鼎达公寓,"121.479614,31.202112"
老西门新苑,上海市黄浦区老西门新苑,"121.482994,31.216076"
黄浦新苑(公寓),上海市黄浦区新苑,"121.483539,31.209315"
大同花园南区,上海市黄浦区大同花园南区,"121.473096,31.204921"
开元坊,上海市黄浦区开元坊,"121.485184,31.213198"
华浩苑,上海市黄浦区华浩苑,"121.489044,31.216946"
黄浦众鑫城,上海市黄浦区黄浦众鑫城,"121.483278,31.219581"
大同花园南区,上海市黄浦区大同花园南区,"121.473096,31.204921"
黄浦众鑫城,上海市黄浦区黄浦众鑫城,"121.483278,31.219581"
黄浦众鑫城,上海市黄浦区黄浦众鑫城,"121.483278,31.219581"
华浩苑,上海市黄浦区华浩苑,"121.489044,31.216946"
黄浦众鑫城,上海市黄浦区黄浦众鑫城,"121.483278,31.219581"
长峰馨园,上海市黄浦区长峰馨园,"121.499634,31.212879"
黄浦新苑(公寓),上海市黄浦区新苑,"121.483539,31.209315"
黄浦众鑫城,上海市黄浦区黄浦众鑫城,"121.483278,31.219581"
大同花园南区,上海市黄浦区大同花园南区,"121.473096,31.204921"
黄浦新苑(公寓),上海市黄浦区新苑,"121.483539,31.209315"
华盛大公馆,上海市黄浦区华盛大公馆,"121.467094,31.234617"
黄浦众鑫城,上海市黄浦区黄浦众鑫城,"121.483278,31.219581"
华盛大公馆,上海市黄浦区华盛大公馆,"121.467094,31.234617"
金南新苑,上海市黄浦区金南新苑,"121.499718,31.212038"
圣莲大厦,上海市黄浦区圣莲大厦,"121.496857,31.222799"
实华公寓,上海市黄浦区实华公寓,"121.484344,31.214525"
黄浦丽园,上海市黄浦区黄浦丽园,"121.485057,31.208720"
黄浦逸城,上海市黄浦区黄浦,"121.499682,31.215727"
中南小区,上海市黄浦区中南小区,"121.488495,31.200520"
中南小区,上海市黄浦区中南小区,"121.488495,31.200520"
建德坊,上海市黄浦区建德坊,"121.476706,31.213023"
铁道路180号,上海市黄浦区铁道路180号,"121.486153,31.199783"
老西门新苑,上海市黄浦区老西门新苑,"121.482994,31.216076"
东淮海公寓,上海市黄浦区东淮海公寓,"121.485176,31.227085"
金外滩花园,上海市黄浦区金外滩花园,"121.501060,31.222799"
黄浦华庭,上海市黄浦区黄浦华庭,"121.490427,31.207412"
华润外滩九里,上海市黄浦区华润外滩九里,"121.503471,31.219013"
华润外滩九里,上海市黄浦区华润外滩九里,"121.503471,31.219013"
华润外滩九里,上海市黄浦区华润外滩九里,"121.503471,31.219013"
弘辉名苑,上海市黄浦区弘辉名苑,"121.489922,31.203295"
金外滩花园,上海市黄浦区金外滩花园,"121.501060,31.222799"
淡水湾花园,上海市黄浦区淡水湾花园,"121.475159,31.210449"
弘辉名苑,上海市黄浦区弘辉名苑,"121.489922,31.203295"
弘辉名苑,上海市黄浦区弘辉名苑,"121.489922,31.203295"
士林华苑,上海市黄浦区士林华苑,"121.491608,31.221075"
东淮海公寓,上海市黄浦区东淮海公寓,"121.485176,31.227085"
淡水湾花园,上海市黄浦区淡水湾花园,"121.475159,31.210449"
城申公寓,上海市黄浦区城申公寓,"121.482033,31.207535"
银南大厦,上海市黄浦区银南大厦,"121.485764,31.211416"
上海人家,上海市虹口区上海人家,"121.478093,31.271291"
海乾公寓,上海市黄浦区海乾公寓,"121.482010,31.206305"
中福花苑,上海市黄浦区中福花苑,"121.499222,31.209648"
嘉登公寓,上海市黄浦区嘉登公寓,"121.486832,31.199236"
明德坊,上海市黄浦区明德坊,"121.473528,31.201872"
金中苑,上海市黄浦区金中苑,"121.491936,31.201771"
驰骋大楼,上海市黄浦区驰骋大楼,"121.493660,31.203928"
马当小区,上海市黄浦区马当小区,"121.476234,31.213266"
士林华苑,上海市黄浦区士林华苑,"121.491608,31.221075"
弘辉名苑,上海市黄浦区弘辉名苑,"121.489922,31.203295"
驰骋大楼,上海市黄浦区驰骋大楼,"121.493660,31.203928"
中福城,上海市黄浦区中福城,"121.477180,31.233898"
越纪公寓,上海市黄浦区越纪公寓,"121.490761,31.201590"
公馆77,上海市黄浦区公馆77,"121.482106,31.213733"
翠湖天地嘉苑,上海市黄浦区翠湖天地嘉苑,"121.475853,31.217619"
翠湖天地嘉苑,上海市黄浦区翠湖天地嘉苑,"121.475853,31.217619"
翠湖天地嘉苑,上海市黄浦区翠湖天地嘉苑,"121.475853,31.217619"
翠湖天地嘉苑,上海市黄浦区翠湖天地嘉苑,"121.475853,31.217619"
翠湖天地御苑,上海市黄浦区翠湖天地御苑,"121.477165,31.218098"
翠湖天地御苑,上海市黄浦区翠湖天地御苑,"121.477165,31.218098"
翠湖天地嘉苑,上海市黄浦区翠湖天地嘉苑,"121.475853,31.217619"
东晖花苑,上海市黄浦区东晖花苑,"121.472038,31.197271"
鲁班大楼,上海市黄浦区鲁班大楼,"121.478378,31.197166"
阳光公寓(黄浦),上海市黄浦区阳光公寓,"121.500555,31.211507"
威海苑,上海市黄浦区威海苑,"121.469201,31.228765"
阳光公寓(黄浦),上海市黄浦区阳光公寓,"121.500555,31.211507"
雁荡大厦,上海市黄浦区雁荡大厦,"121.469948,31.218538"
东晖花苑,上海市黄浦区东晖花苑,"121.472038,31.197271"
申江新苑,上海市黄浦区申江新苑,"121.501755,31.219929"
士林华苑,上海市黄浦区士林华苑,"121.491608,31.221075"
士林华苑,上海市黄浦区士林华苑,"121.491608,31.221075"
大同花园南区,上海市黄浦区大同花园南区,"121.473096,31.204921"
浩城华苑,上海市黄浦区浩城华苑,"121.495995,31.215370"
东元坊,上海市黄浦区东元坊,"121.495041,31.207912"
中汇公寓,上海市黄浦区中汇公寓,"121.480164,31.208914"
东元坊,上海市黄浦区东元坊,"121.495041,31.207912"
金中苑,上海市黄浦区金中苑,"121.491936,31.201771"
紫华大楼,上海市黄浦区紫华大楼,"121.469505,31.226774"
金中苑,上海市黄浦区金中苑,"121.491936,31.201771"
紫华大楼,上海市黄浦区紫华大楼,"121.469505,31.226774"
长峰馨园,上海市黄浦区长峰馨园,"121.499634,31.212879"
中福城,上海市黄浦区中福城,"121.477180,31.233898"
原水小区(卢湾),上海市黄浦区原水小区,"121.483727,31.208046"
海洲丽园,上海市黄浦区海洲丽园,"121.488922,31.210108"
黄浦新苑(公寓),上海市黄浦区新苑,"121.483539,31.209315"
实华公寓,上海市黄浦区实华公寓,"121.484344,31.214525"
日月光中心伯爵居,上海市黄浦区日月光中心伯爵居,"121.467850,31.207539"
日月光中心伯爵居,上海市黄浦区日月光中心伯爵居,"121.467850,31.207539"
金瓯万国大厦,上海市黄浦区金瓯万国大厦,"121.469109,31.234015"
幸运福邸,上海市黄浦区幸运福邸,"121.486214,31.213528"
太阳都市花园一期,上海市黄浦区太阳都市花园一期,"121.488998,31.222900"
阳光翠竹苑,上海市黄浦区阳光翠竹苑,"121.498299,31.213047"
锦城公寓(黄浦),上海市黄浦区锦城公寓,"121.470203,31.202652"
黄浦新苑(公寓),上海市黄浦区新苑,"121.483539,31.209315"
黄浦众鑫城,上海市黄浦区黄浦众鑫城,"121.483278,31.219581"
东泰花苑,上海市黄浦区东泰花苑,"121.472076,31.200804"
威海苑,上海市黄浦区威海苑,"121.469201,31.228765"
凌北公寓,上海市黄浦区凌北公寓,"121.485962,31.206429"
威海苑,上海市黄浦区威海苑,"121.469201,31.228765"
威海苑,上海市黄浦区威海苑,"121.469201,31.228765"
开元坊,上海市黄浦区开元坊,"121.485184,31.213198"
运泰公寓,上海市黄浦区运泰公寓,"121.482758,31.207405"
新华南园大厦,上海市黄浦区新华南园大厦,"121.471132,31.192879"
东晖花苑,上海市黄浦区东晖花苑,"121.472038,31.197271"
黄浦新苑(公寓),上海市黄浦区新苑,"121.483539,31.209315"
幸运福邸,上海市黄浦区幸运福邸,"121.486214,31.213528"
士林华苑,上海市黄浦区士林华苑,"121.491608,31.221075"
绿洲仕格维花园,上海市黄浦区绿洲仕格维花园,"121.470802,31.203199"
黄浦新苑(公寓),上海市黄浦区新苑,"121.483539,31.209315"
绿洲仕格维花园,上海市黄浦区绿洲仕格维花园,"121.470802,31.203199"
上海滩花园,上海市黄浦区上海滩花园,"121.500425,31.218756"
绿洲仕格维花园,上海市黄浦区绿洲仕格维花园,"121.470802,31.203199"
黄浦丽园,上海市黄浦区黄浦丽园,"121.485057,31.208720"
上海滩花园,上海市黄浦区上海滩花园,"121.500425,31.218756"
翠湖天地嘉苑,上海市黄浦区翠湖天地嘉苑,"121.475853,31.217619"
翠湖天地嘉苑,上海市黄浦区翠湖天地嘉苑,"121.475853,31.217619"
老西门新苑,上海市黄浦区老西门新苑,"121.482994,31.216076"
南文大厦,上海市黄浦区南文大厦,"121.485405,31.216181"
佳日公寓,上海市黄浦区佳日公寓,"121.487930,31.224699"
新地苑,上海市黄浦区新地苑,"121.490944,31.222298"
黄浦新苑(公寓),上海市黄浦区新苑,"121.483539,31.209315"
瑞金新苑,上海市黄浦区瑞金新苑,"121.474426,31.209239"
巨鹿路268号,上海市黄浦区巨鹿路268号,"121.461057,31.223152"
申江新苑,上海市黄浦区申江新苑,"121.501755,31.219929"
雅士公寓,上海市黄浦区雅士公寓,"121.496826,31.208303"
豫欣公寓,上海市黄浦区豫欣公寓,"121.485489,31.206076"
浩城华苑,上海市黄浦区浩城华苑,"121.495995,31.215370"
瑞南新苑,上海市黄浦区瑞南新苑,"121.469078,31.200111"
金瓯万国大厦,上海市黄浦区金瓯万国大厦,"121.469109,31.234015"
大同花园南区,上海市黄浦区大同花园南区,"121.473096,31.204921"
兴林公寓,上海市黄浦区兴林公寓,"121.488022,31.213266"
卢湾都市花园,上海市黄浦区卢湾都市花园,"121.476357,31.200720"
淮海晶华苑,上海市黄浦区淮海晶华苑,"121.478088,31.223518"
淮海晶华苑,上海市黄浦区淮海晶华苑,"121.478088,31.223518"
淮海晶华苑,上海市黄浦区淮海晶华苑,"121.478088,31.223518"
淮海晶华苑,上海市黄浦区淮海晶华苑,"121.478088,31.223518"
淮海晶华苑,上海市黄浦区淮海晶华苑,"121.478088,31.223518"
淮海晶华苑,上海市黄浦区淮海晶华苑,"121.478088,31.223518"
淮海晶华苑,上海市黄浦区淮海晶华苑,"121.478088,31.223518"
淮海晶华苑,上海市黄浦区淮海晶华苑,"121.478088,31.223518"
淮海晶华苑,上海市黄浦区淮海晶华苑,"121.478088,31.223518"
步高苑,上海市黄浦区步高苑,"121.462639,31.205864"
秀水苑(黄浦),上海市黄浦区秀水苑,"121.502095,31.211680"
秀水苑(黄浦),上海市黄浦区秀水苑,"121.502095,31.211680"
威海苑,上海市黄浦区威海苑,"121.469201,31.228765"
海琪园,上海市黄浦区海琪园,"121.503632,31.220398"
太阳都市花园二期,上海市黄浦区太阳都市花园二期,"121.488213,31.224022"
华浩苑,上海市黄浦区华浩苑,"121.489044,31.216946"
绿地名人坊,上海市黄浦区绿地名人坊,"121.498055,31.218195"
黄浦新苑(公寓),上海市黄浦区新苑,"121.483539,31.209315"
兴林公寓,上海市黄浦区兴林公寓,"121.488022,31.213266"
大同花园南区,上海市黄浦区大同花园南区,"121.473096,31.204921"
大同花园南区,上海市黄浦区大同花园南区,"121.473096,31.204921"
黄浦众鑫城,上海市黄浦区黄浦众鑫城,"121.483278,31.219581"
黄浦众鑫城,上海市黄浦区黄浦众鑫城,"121.483278,31.219581"
金日世家,上海市黄浦区金日世家,"121.494942,31.212137"
开元坊,上海市黄浦区开元坊,"121.485184,31.213198"
大同花园南区,上海市黄浦区大同花园南区,"121.473096,31.204921"
公馆77,上海市黄浦区公馆77,"121.482106,31.213733"
大同花园南区,上海市黄浦区大同花园南区,"121.473096,31.204921"
海琪园,上海市黄浦区海琪园,"121.503632,31.220398"
中福城,上海市黄浦区中福城,"121.477180,31.233898"
淡水公寓,上海市黄浦区淡水公寓,"121.474350,31.212742"
公馆77,上海市黄浦区公馆77,"121.482106,31.213733"
步高苑,上海市黄浦区步高苑,"121.462639,31.205864"
淡水湾花园,上海市黄浦区淡水湾花园,"121.475159,31.210449"
老西门新苑,上海市黄浦区老西门新苑,"121.482994,31.216076"
华盛大公馆,上海市黄浦区华盛大公馆,"121.467094,31.234617"
中福城,上海市黄浦区中福城,"121.477180,31.233898"
黄浦丽园,上海市黄浦区黄浦丽园,"121.485057,31.208720"
弘辉名苑,上海市黄浦区弘辉名苑,"121.489922,31.203295"
华润外滩九里,上海市黄浦区华润外滩九里,"121.503471,31.219013"
淡水湾花园,上海市黄浦区淡水湾花园,"121.475159,31.210449"
上海滩花园,上海市黄浦区上海滩花园,"121.500425,31.218756"
华润外滩九里,上海市黄浦区华润外滩九里,"121.503471,31.219013"
马当小区,上海市黄浦区马当小区,"121.476234,31.213266"
怡绿公寓,上海市黄浦区怡绿公寓,"121.480423,31.203724"
华府天地睿园,上海市黄浦区华府天地睿园,"121.491470,31.208155"
淡水湾花园,上海市黄浦区淡水湾花园,"121.475159,31.210449"
华润外滩九里,上海市黄浦区华润外滩九里,"121.503471,31.219013"
华润外滩九里,上海市黄浦区华润外滩九里,"121.503471,31.219013"
华润外滩九里,上海市黄浦区华润外滩九里,"121.503471,31.219013"
翠湖天地御苑,上海市黄浦区翠湖天地御苑,"121.477165,31.218098"
翠湖天地御苑,上海市黄浦区翠湖天地御苑,"121.477165,31.218098"
翠湖天地御苑,上海市黄浦区翠湖天地御苑,"121.477165,31.218098"
翠湖天地嘉苑,上海市黄浦区翠湖天地嘉苑,"121.475853,31.217619"
翠湖天地御苑,上海市黄浦区翠湖天地御苑,"121.477165,31.218098"
翠湖天地御苑,上海市黄浦区翠湖天地御苑,"121.477165,31.218098"
翠湖天地御苑,上海市黄浦区翠湖天地御苑,"121.477165,31.218098"
吉大公寓,上海市黄浦区吉大公寓,"121.469002,31.209208"
开城新苑,上海市黄浦区开城新苑,"121.477112,31.206291"
绿地名人坊,上海市黄浦区绿地名人坊,"121.498055,31.218195"
上海滩新昌城,上海市黄浦区上海滩新昌城,"121.465844,31.237955"
金鹿大楼,上海市黄浦区金鹿大楼,"121.468567,31.223467"
卢湾城市花园,上海市黄浦区卢湾城市花园,"121.477501,31.193850"
瑞南新苑,上海市黄浦区瑞南新苑,"121.469078,31.200111"
公馆77,上海市黄浦区公馆77,"121.482106,31.213733"
建德坊,上海市黄浦区建德坊,"121.476706,31.213023"
绿地海珀黄浦,上海市黄浦区海珀黄浦,"121.491358,31.209738"
黄浦丽园,上海市黄浦区黄浦丽园,"121.485057,31.208720"
华润外滩九里,上海市黄浦区华润外滩九里,"121.503471,31.219013"
思南新苑,上海市黄浦区思南新苑,"121.470457,31.208579"
黄浦丽园,上海市黄浦区黄浦丽园,"121.485057,31.208720"
黄浦丽园,上海市黄浦区黄浦丽园,"121.485057,31.208720"
上海滩花园,上海市黄浦区上海滩花园,"121.500425,31.218756"
建德坊,上海市黄浦区建德坊,"121.476706,31.213023"
淮海大厦,上海市黄浦区淮海大厦,"121.476959,31.224831"
原水小区(制造局路208弄),上海市黄浦区原水小区,"121.483727,31.208046"
金中苑,上海市黄浦区金中苑,"121.491936,31.201771"
建德坊,上海市黄浦区建德坊,"121.476706,31.213023"
精文苑,上海市黄浦区精文苑,"121.492027,31.201374"
精文苑,上海市黄浦区精文苑,"121.492027,31.201374"
绿地海珀黄浦,上海市黄浦区海珀黄浦,"121.491358,31.209738"
白玉兰家园,上海市黄浦区白玉兰家园,"121.492042,31.200093"
幸运福邸,上海市黄浦区幸运福邸,"121.486214,31.213528"
思南公寓,上海市黄浦区思南公寓,"121.469151,31.208858"
实华公寓,上海市黄浦区实华公寓,"121.484344,31.214525"
阳光翠竹苑,上海市黄浦区阳光翠竹苑,"121.498299,31.213047"
太阳都市花园一期,上海市黄浦区太阳都市花园一期,"121.488998,31.222900"
东泰花苑,上海市黄浦区东泰花苑,"121.472076,31.200804"
士林华苑,上海市黄浦区士林华苑,"121.491608,31.221075"
新地苑,上海市黄浦区新地苑,"121.490944,31.222298"
上海滩花园,上海市黄浦区上海滩花园,"121.500425,31.218756"
东淮海公寓,上海市黄浦区东淮海公寓,"121.485176,31.227085"
申江新苑,上海市黄浦区申江新苑,"121.501755,31.219929"
老西门新苑,上海市黄浦区老西门新苑,"121.482994,31.216076"
海洲国际华园,上海市黄浦区海洲国际华园,"121.493103,31.209671"
开城新苑,上海市黄浦区开城新苑,"121.477112,31.206291"
淡水湾花园,上海市黄浦区淡水湾花园,"121.475159,31.210449"
开城新苑,上海市黄浦区开城新苑,"121.477112,31.206291"
新华南园大厦,上海市黄浦区新华南园大厦,"121.471132,31.192879"
秀水苑(黄浦),上海市黄浦区秀水苑,"121.502095,31.211680"
黄浦丽园,上海市黄浦区黄浦丽园,"121.485057,31.208720"
欣安基公寓,上海市黄浦区欣安基公寓,"121.494011,31.200588"
锦凯华苑,上海市黄浦区锦凯华苑,"121.488045,31.208483"
卢湾都市花园,上海市黄浦区卢湾都市花园,"121.476357,31.200720"
开城新苑,上海市黄浦区开城新苑,"121.477112,31.206291"
嘉登公寓,上海市黄浦区嘉登公寓,"121.486832,31.199236"
卢湾都市花园,上海市黄浦区卢湾都市花园,"121.476357,31.200720"
东淮海公寓,上海市黄浦区东淮海公寓,"121.485176,31.227085"
东淮海公寓,上海市黄浦区东淮海公寓,"121.485176,31.227085"
白玉兰家园,上海市黄浦区白玉兰家园,"121.492042,31.200093"
黄浦众鑫城,上海市黄浦区黄浦众鑫城,"121.483278,31.219581"
黄浦新苑(公寓),上海市黄浦区新苑,"121.483539,31.209315"
士林华苑,上海市黄浦区士林华苑,"121.491608,31.221075"
士林华苑,上海市黄浦区士林华苑,"121.491608,31.221075"
大同花园南区,上海市黄浦区大同花园南区,"121.473096,31.204921"
金外滩花园,上海市黄浦区金外滩花园,"121.501060,31.222799"
翠湖天地嘉苑,上海市黄浦区翠湖天地嘉苑,"121.475853,31.217619"
翠湖天地御苑,上海市黄浦区翠湖天地御苑,"121.477165,31.218098"
翠湖天地嘉苑,上海市黄浦区翠湖天地嘉苑,"121.475853,31.217619"
开城新苑,上海市黄浦区开城新苑,"121.477112,31.206291"
翠湖天地嘉苑,上海市黄浦区翠湖天地嘉苑,"121.475853,31.217619"
翠湖天地嘉苑,上海市黄浦区翠湖天地嘉苑,"121.475853,31.217619"
东泰花苑,上海市黄浦区东泰花苑,"121.472076,31.200804"
东淮海公寓,上海市黄浦区东淮海公寓,"121.485176,31.227085"
金瓯万国大厦,上海市黄浦区金瓯万国大厦,"121.469109,31.234015"
豫欣公寓,上海市黄浦区豫欣公寓,"121.485489,31.206076"
运泰公寓,上海市黄浦区运泰公寓,"121.482758,31.207405"
佳日公寓,上海市黄浦区佳日公寓,"121.487930,31.224699"
老西门新苑,上海市黄浦区老西门新苑,"121.482994,31.216076"
黄浦众鑫城,上海市黄浦区黄浦众鑫城,"121.483278,31.219581"
金日世家,上海市黄浦区金日世家,"121.494942,31.212137"
士林华苑,上海市黄浦区士林华苑,"121.491608,31.221075"
雅士公寓,上海市黄浦区雅士公寓,"121.496826,31.208303"
东泰花苑,上海市黄浦区东泰花苑,"121.472076,31.200804"
金色黄浦,上海市黄浦区金色黄浦,"121.481499,31.213868"
弘辉名苑,上海市黄浦区弘辉名苑,"121.489922,31.203295"
南文大厦,上海市黄浦区南文大厦,"121.485405,31.216181"
黄浦新苑(公寓),上海市黄浦区新苑,"121.483539,31.209315"
海洲国际华园,上海市黄浦区海洲国际华园,"121.493103,31.209671"
黄浦丽园,上海市黄浦区黄浦丽园,"121.485057,31.208720"
海洲丽园,上海市黄浦区海洲丽园,"121.488922,31.210108"
元昌里,上海市黄浦区元昌里,"121.469398,31.220022"
华浩苑,上海市黄浦区华浩苑,"121.489044,31.216946"
海珀日晖,上海市黄浦区海珀日晖,"121.473969,31.192602"
淮海晶华苑,上海市黄浦区淮海晶华苑,"121.478088,31.223518"
中福城,上海市黄浦区中福城,"121.477180,31.233898"
华润外滩九里,上海市黄浦区华润外滩九里,"121.503471,31.219013"
华润外滩九里,上海市黄浦区华润外滩九里,"121.503471,31.219013"
华润外滩九里,上海市黄浦区华润外滩九里,"121.503471,31.219013"
淮海晶华苑,上海市黄浦区淮海晶华苑,"121.478088,31.223518"
淮海晶华苑,上海市黄浦区淮海晶华苑,"121.478088,31.223518"
淮海晶华苑,上海市黄浦区淮海晶华苑,"121.478088,31.223518"
海珀日晖,上海市黄浦区海珀日晖,"121.473969,31.192602"
华润外滩九里,上海市黄浦区华润外滩九里,"121.503471,31.219013"
海珀日晖,上海市黄浦区海珀日晖,"121.473969,31.192602"
淮海晶华苑,上海市黄浦区淮海晶华苑,"121.478088,31.223518"
翠湖天地御苑,上海市黄浦区翠湖天地御苑,"121.477165,31.218098"
香山丽舍(公寓),上海市黄浦区香山丽舍,"121.465393,31.215441"
翠湖天地御苑,上海市黄浦区翠湖天地御苑,"121.477165,31.218098"
淮海晶华苑,上海市黄浦区淮海晶华苑,"121.478088,31.223518"
翠湖天地御苑,上海市黄浦区翠湖天地御苑,"121.477165,31.218098"
淮海晶华苑,上海市黄浦区淮海晶华苑,"121.478088,31.223518"
绿洲仕格维花园,上海市黄浦区绿洲仕格维花园,"121.470802,31.203199"
翠湖天地御苑,上海市黄浦区翠湖天地御苑,"121.477165,31.218098"
翠湖天地嘉苑,上海市黄浦区翠湖天地嘉苑,"121.475853,31.217619"
兰馨公寓(卢湾),上海市长宁区兰馨公寓,"121.377655,31.189928"
锦麟天地雅苑,上海市黄浦区锦麟天地雅苑,"121.473488,31.220173"
翠湖天地御苑,上海市黄浦区翠湖天地御苑,"121.477165,31.218098"
老西门新苑,上海市黄浦区老西门新苑,"121.482994,31.216076"
上海滩新昌城,上海市黄浦区上海滩新昌城,"121.465844,31.237955"
瑞金新苑,上海市黄浦区瑞金新苑,"121.474426,31.209239"
太阳都市花园二期,上海市黄浦区太阳都市花园二期,"121.488213,31.224022"
黄浦大楼,上海市黄浦区黄浦大楼,"121.469946,31.233891"
公馆77,上海市黄浦区公馆77,"121.482106,31.213733"
双钱公寓,上海市黄浦区双钱公寓,"121.469612,31.206816"
太阳都市花园二期,上海市黄浦区太阳都市花园二期,"121.488213,31.224022"
绿洲仕格维花园,上海市黄浦区绿洲仕格维花园,"121.470802,31.203199"
翠湖天地雅苑,上海市黄浦区翠湖天地雅苑,"121.478943,31.219128"
威海苑,上海市黄浦区威海苑,"121.469201,31.228765"
黄浦逸城,上海市黄浦区黄浦,"121.499682,31.215727"
黄浦丽园,上海市黄浦区黄浦丽园,"121.485057,31.208720"
翠湖天地雅苑,上海市黄浦区翠湖天地雅苑,"121.478943,31.219128"
华润外滩九里,上海市黄浦区华润外滩九里,"121.503471,31.219013"
黄浦丽园,上海市黄浦区黄浦丽园,"121.485057,31.208720"
海珀日晖,上海市黄浦区海珀日晖,"121.473969,31.192602"
士林华苑,上海市黄浦区士林华苑,"121.491608,31.221075"
打浦大楼,上海市黄浦区打浦大楼,"121.466934,31.205381"
海琪园,上海市黄浦区海琪园,"121.503632,31.220398"
黄浦滩名苑,上海市黄浦区黄浦滩名苑,"121.493182,31.201037"
黄浦丽园,上海市黄浦区黄浦丽园,"121.485057,31.208720"
华浩苑,上海市黄浦区华浩苑,"121.489044,31.216946"
翠湖天地御苑,上海市黄浦区翠湖天地御苑,"121.477165,31.218098"
淮海晶华苑,上海市黄浦区淮海晶华苑,"121.478088,31.223518"
兰馨公寓(卢湾),上海市长宁区兰馨公寓,"121.377655,31.189928"
华润外滩九里,上海市黄浦区华润外滩九里,"121.503471,31.219013"
公馆77,上海市黄浦区公馆77,"121.482106,31.213733"
华盛大公馆,上海市黄浦区华盛大公馆,"121.467094,31.234617"
黄浦滩名苑,上海市黄浦区黄浦滩名苑,"121.493182,31.201037"
瑞金二路225弄,上海市黄浦区瑞金二路225弄,"121.467840,31.207953"
华盛大公馆,上海市黄浦区华盛大公馆,"121.467094,31.234617"
中华东波小区,上海市黄浦区中华东波小区,"121.490646,31.214937"
翠湖天地御苑,上海市黄浦区翠湖天地御苑,"121.477165,31.218098"
绿城黄浦湾,上海市黄浦区绿城黄浦湾,"121.504227,31.217881"
老西门新苑,上海市黄浦区老西门新苑,"121.482994,31.216076"
太阳都市花园一期,上海市黄浦区太阳都市花园一期,"121.488998,31.222900"
淮海晶华苑,上海市黄浦区淮海晶华苑,"121.478088,31.223518"
太阳都市花园二期,上海市黄浦区太阳都市花园二期,"121.488213,31.224022"
黄浦众鑫城,上海市黄浦区黄浦众鑫城,"121.483278,31.219581"
海琪园,上海市黄浦区海琪园,"121.503632,31.220398"
太阳都市花园二期,上海市黄浦区太阳都市花园二期,"121.488213,31.224022"
绿地名人坊,上海市黄浦区绿地名人坊,"121.498055,31.218195"
东淮海公寓,上海市黄浦区东淮海公寓,"121.485176,31.227085"
东泰花苑,上海市黄浦区东泰花苑,"121.472076,31.200804"
德玛公寓,上海市黄浦区德玛公寓,"121.463120,31.204073"
一天下大厦,上海市闸北区一天下大厦,"121.457138,31.240400"
阳景小区,上海市闸北区阳景小区,"121.458855,31.319254"
共康三村,上海市闸北区共康三村,"121.436722,31.314007"
洛川东路400弄,上海市静安区洛川东路400弄,"121.461208,31.268949"
银都一村,上海市闵行区银都一村,"121.399422,31.097025"
洛川东路400弄,上海市静安区洛川东路400弄,"121.461208,31.268949"
和源大楼,上海市闸北区和源大楼,"121.467690,31.265013"
阳景小区,上海市闸北区阳景小区,"121.458855,31.319254"
共和新路4555弄,上海市静安区共和新路4555弄,"121.448580,31.316317"
银都一村,上海市闵行区银都一村,"121.399422,31.097025"
共康三村,上海市闸北区共康三村,"121.436722,31.314007"
共和新路4555弄,上海市静安区共和新路4555弄,"121.448580,31.316317"
临汾路1320弄,上海市静安区临汾路1320弄,"121.438975,31.311268"
临汾路1320弄,上海市静安区临汾路1320弄,"121.438975,31.311268"
阳景小区,上海市闸北区阳景小区,"121.458855,31.319254"
