title,位置,经纬度
赵家桥小区,上海市静安区赵家桥小区,"121.446312,31.226450"
老沪太路270号,上海市闸北区老沪太路270号,"121.451233,31.267675"
八方小区,上海市闸北区八方小区,"121.448036,31.271812"
静安新格公寓,上海市静安区静安新格公寓,"121.450114,31.236417"
富民路255弄,广东省深圳市龙岗区富民路255号,"114.249187,22.752406"
静安新格公寓,上海市静安区静安新格公寓,"121.450114,31.236417"
延安中路955弄,上海市静安区延安中路955弄,"121.452032,31.221322"
南阳路227号,河南省南阳市社旗县南阳路227号,"112.815005,32.921265"
江宁路906弄,上海市静安区江宁路906弄,"121.447122,31.240741"
向新新村,上海市静安区向新新村,"121.448296,31.233805"
南长苑,上海市静安区南长苑,"121.429436,31.225124"
又一村(静安),上海市静安区又一村,"121.445467,31.229815"
姚西小区,上海市静安区姚西小区,"121.435249,31.232613"
洛川中路1100弄,上海市静安区洛川中路1100弄,"121.449639,31.264387"
常德路958弄,湖南省常德市鼎城区广益大道,"111.977531,29.210503"
又一村(静安),上海市静安区又一村,"121.445467,31.229815"
姚西小区,上海市静安区姚西小区,"121.435249,31.232613"
泰兴路624弄,上海市静安区泰兴路624弄,"121.456341,31.236725"
上工新村,上海市闸北区上工新村,"121.455070,31.275732"
洛川中路1100弄,上海市静安区洛川中路1100弄,"121.449639,31.264387"
武定路540弄,上海市静安区武定路540,"121.449904,31.233446"
延平路450弄,上海市静安区延平路450弄,"121.437852,31.233849"
南西大楼,上海市静安区南西大楼,"121.458618,31.230322"
镇宁路318弄,上海市静安区镇宁路318弄,"121.436261,31.220561"
中山北路805弄,上海市虹口区中山北路805弄,"121.469925,31.271933"
老教师公寓,河北省唐山市遵化市老教师公寓,"117.947282,40.192908"
泰兴路624弄,上海市静安区泰兴路624弄,"121.456341,31.236725"
洛川中路1100弄,上海市静安区洛川中路1100弄,"121.449639,31.264387"
大华公寓(静安),上海市长宁区大华公寓,"121.411492,31.213679"
泰兴路624弄,上海市静安区泰兴路624弄,"121.456341,31.236725"
北京西路810-820号(双),新疆维吾尔自治区塔城地区乌苏市北京西路810号,"84.307848,44.413156"
姚西小区,上海市静安区姚西小区,"121.435249,31.232613"
长乐路930弄,上海市静安区长乐路930弄,"121.445743,31.215745"
延长中路451弄,上海市静安区延长中路451弄,"121.452457,31.272007"
常德路958弄,湖南省常德市鼎城区广益大道,"111.977531,29.210503"
延铁小区,上海市闸北区延铁小区,"121.452057,31.269447"
南长苑,上海市静安区南长苑,"121.429436,31.225124"
万春小区,上海市静安区万春小区,"121.437569,31.228617"
延长小区(闸北),陕西省延安市宝塔区延长小区,"109.525775,36.617830"
绿杨村,四川省成都市金牛区绿杨村,"104.050247,30.672638"
复元坊,上海市闸北区复元坊,"121.465675,31.250195"
万春小区,上海市静安区万春小区,"121.437569,31.228617"
粤秀名邸,上海市闸北区粤秀名邸,"121.461960,31.301805"
骏豪国际,上海市静安区骏豪国际,"121.454765,31.228642"
海联公寓,上海市闸北区海联公寓,"121.470222,31.244236"
常德路958弄,湖南省常德市鼎城区广益大道,"111.977531,29.210503"
骏豪国际,上海市静安区骏豪国际,"121.454765,31.228642"
枕流公寓,上海市静安区枕流公寓,"121.440125,31.215887"
阳城贵都,山西省晋城市阳城县,"112.414798,35.486275"
广中苑,上海市闸北区广中苑,"121.448845,31.302559"
阳城贵都,山西省晋城市阳城县,"112.414798,35.486275"
绿苑(闸北),新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市绿苑,"86.144049,41.772804"
骏豪国际,上海市静安区骏豪国际,"121.454765,31.228642"
骏豪国际,上海市静安区骏豪国际,"121.454765,31.228642"
静安新格公寓,上海市静安区静安新格公寓,"121.450114,31.236417"
骏豪国际,上海市静安区骏豪国际,"121.454765,31.228642"
武定坊,上海市静安区武定坊,"121.449093,31.233463"
高荣小区,上海市静安区高荣小区,"121.432541,31.227686"
仁和恬园,四川省攀枝花市仁和区,"101.738615,26.497796"
武定路530号,上海市静安区武定路530号,"121.450006,31.233520"
高荣小区,上海市静安区高荣小区,"121.432541,31.227686"
骏豪国际,上海市静安区骏豪国际,"121.454765,31.228642"
同济佳苑,上海市静安区同济佳苑,"121.437363,31.230274"
太阳公寓(静安),上海市静安区静安置业,"121.457292,31.234958"
骏豪国际,上海市静安区骏豪国际,"121.454765,31.228642"
恒丰大楼(静安),上海市静安区静安,"121.446911,31.217425"
龙盛佳苑,上海市闸北区龙盛佳苑,"121.424438,31.282433"
谈家桥路80弄,上海市静安区谈家桥路80弄,"121.452199,31.261045"
会铁小区,上海市闸北区会铁小区,"121.472153,31.253708"
龙盛佳苑,上海市闸北区龙盛佳苑,"121.424438,31.282433"
延铁小区,上海市闸北区延铁小区,"121.452057,31.269447"
复元坊,上海市闸北区复元坊,"121.465675,31.250195"
粤秀名邸,上海市闸北区粤秀名邸,"121.461960,31.301805"
宜川小区,陕西省延安市宜川县,"110.168963,36.050178"
中华新路890弄,上海市静安区中华新路890弄,"121.455720,31.254040"
南星小区,浙江省杭州市上城区南星小区,"120.175865,30.219490"
景峰苑,新疆维吾尔自治区乌鲁木齐市新市区景峰苑,"87.572479,43.836369"
绿园小区,吉林省长春市绿园区绿园小区,"125.264869,43.894739"
中兴路800号,湖北省武汉市黄陂区中兴路800号,"114.220459,30.807125"
姚西小区,上海市静安区姚西小区,"121.435249,31.232613"
洛川中路1100弄,上海市静安区洛川中路1100弄,"121.449639,31.264387"
宜川小区,陕西省延安市宜川县,"110.168963,36.050178"
洛川中路1100弄,上海市静安区洛川中路1100弄,"121.449639,31.264387"
延平路482弄,上海市静安区延平路482弄,"121.437184,31.234856"
柳营路1025弄,上海市静安区柳营路1025弄,"121.450322,31.261842"
会铁小区,上海市闸北区会铁小区,"121.472153,31.253708"
临汾花园,山西省临汾市,"111.519310,36.088581"
龙潭小区,吉林省吉林市龙潭区龙潭小区,"126.553503,43.906962"
大统路159弄,上海市静安区大统路159弄,"121.464710,31.243601"
泰兴路362弄,江苏省泰州市泰兴市泰兴路,"120.019081,32.203289"
新马路193号,四川省广安市岳池县新马路193号,"106.436843,30.524663"
上大东村,上海市静安区上大东村,"121.459596,31.277937"
延平路446弄,上海市静安区延平路446弄,"121.438035,31.233677"
延平路446弄,上海市静安区延平路446弄,"121.438035,31.233677"
共和新路1873弄,上海市静安区共和新路1873弄,"121.454605,31.273688"
平型关路240弄,上海市闸北区平型关路240弄,"121.465637,31.269623"
宁馨小区,山东省潍坊市青州市宁馨小区,"118.467674,36.698025"
大宁路660弄,上海市静安区大宁路660弄,"121.449221,31.271442"
延铁小区,上海市闸北区延铁小区,"121.452057,31.269447"
大宁路660弄,上海市静安区大宁路660弄,"121.449221,31.271442"
延平路481弄,上海市静安区延平路481弄,"121.436882,31.234519"
洛川中路901弄,上海市静安区洛川中路901弄,"121.450152,31.265166"
洛川中路901弄,上海市静安区洛川中路901弄,"121.450152,31.265166"
上工新村,上海市闸北区上工新村,"121.455070,31.275732"
镇宁路404弄,上海市静安区镇宁路404弄,"121.436094,31.222683"
中行小区,贵州省贵阳市云岩区中行小区,"106.708366,26.583633"
洛川中路901弄,上海市静安区洛川中路901弄,"121.450152,31.265166"
晋元里,上海市静安区晋元里,"121.438164,31.234924"
延铁小区,上海市闸北区延铁小区,"121.452057,31.269447"
公兴路39弄,上海市静安区公兴路39弄,"121.475632,31.253227"
三乐新村,上海市静安区三乐新村,"121.451515,31.238691"
宁馨小区,山东省潍坊市青州市宁馨小区,"118.467674,36.698025"
胶州路204号,上海市静安区胶州路204号,"121.443717,31.227622"
中海万锦城(二期),上海市闸北区中海万锦城,"121.460342,31.250734"
延安中路955弄,上海市静安区延安中路955弄,"121.452032,31.221322"
宝华现代城,上海市闸北区宝华现代城,"121.454338,31.280783"
姚西小区,上海市静安区姚西小区,"121.435249,31.232613"
丽都新贵,上海市静安区丽都新贵,"121.459862,31.234594"
丽都新贵,上海市静安区丽都新贵,"121.459862,31.234594"
欣武大厦,上海市闸北区欣武大厦,"121.459930,31.278542"
亿润苑,上海市闸北区亿润苑,"121.470413,31.241684"
福安大厦(静安),福建省宁德市福安市福安,"119.643429,27.101071"
乐业公寓,广西壮族自治区百色市乐业县,"106.556564,24.776812"
丽都新贵,上海市静安区丽都新贵,"121.459862,31.234594"
中海万锦城(二期),上海市闸北区中海万锦城,"121.460342,31.250734"
丽都新贵,上海市静安区丽都新贵,"121.459862,31.234594"
丽都新贵,上海市静安区丽都新贵,"121.459862,31.234594"
长城苑,四川省眉山市洪雅县长城苑,"103.375343,29.908308"
五月花都荟豪庭,上海市静安区五月花都荟豪庭,"121.457530,31.256359"
紫兰苑,安徽省合肥市肥西县紫兰苑,"117.166245,31.810492"
爱俪轩,上海市静安区爱俪轩,"121.438484,31.216400"
精文城上城,贵州省黔南布依族苗族自治州龙里县城上城,"106.981594,26.446046"
精文城上城,贵州省黔南布依族苗族自治州龙里县城上城,"106.981594,26.446046"
静安紫苑,上海市静安区静安紫苑,"121.453281,31.234089"
越秀苑,宁夏回族自治区银川市永宁县越秀苑,"106.252916,38.273157"
益民公寓,天津市静海县益民公寓,"116.941765,38.931957"
精文城上城,贵州省黔南布依族苗族自治州龙里县城上城,"106.981594,26.446046"
达安花园,河南省新乡市红旗区达安花园,"113.874931,35.302429"
五月花都荟豪庭,上海市静安区五月花都荟豪庭,"121.457530,31.256359"
盛源家豪城,上海市闸北区盛源家豪城,"121.456932,31.265186"
盛源家豪城,上海市闸北区盛源家豪城,"121.456932,31.265186"
盛源家豪城,上海市闸北区盛源家豪城,"121.456932,31.265186"
幸福第二公寓,上海市闸北区幸福第二公寓,"121.438354,31.303560"
星保花苑,上海市闸北区星保花苑,"121.455132,31.315813"
共和新路4605弄,上海市静安区共和新路4605弄,"121.448894,31.316733"
和源名城,上海市闸北区和源名城,"121.467499,31.316879"
玉峰花园,山西省太原市小店区裕丰花园,"112.570801,37.785950"
绿雅苑,广东省广州市荔湾区绿雅苑,"113.238892,23.129435"
万荣小区,山西省运城市万荣县,"110.837957,35.415805"
临汾花园,山西省临汾市,"111.519310,36.088581"
临汾花园,山西省临汾市,"111.519310,36.088581"
和源名城,上海市闸北区和源名城,"121.467499,31.316879"
浦联佳苑,上海市闸北区浦联佳苑,"121.423576,31.284672"
和源名城,上海市闸北区和源名城,"121.467499,31.316879"
白玉兰馨园,上海市静安区白玉兰馨园,"121.431317,31.300294"
白玉兰馨园,上海市静安区白玉兰馨园,"121.431317,31.300294"
龙潭小区,吉林省吉林市龙潭区龙潭小区,"126.553503,43.906962"
永和东村,山西省临汾市永和县,"110.631981,36.759524"
永和丽园,上海市静安区永和丽园,"121.430806,31.285118"
景峰苑,新疆维吾尔自治区乌鲁木齐市新市区景峰苑,"87.572479,43.836369"
中山北路255弄,福建省泉州市晋江市中山北路255号,"118.464484,24.720948"
和源名城,上海市闸北区和源名城,"121.467499,31.316879"
三泉安居苑,甘肃省定西市安定区安居苑,"104.618644,35.580673"
保德公寓,山西省忻州市保德县,"111.085944,39.022616"
荣和苑,四川省遂宁市射洪县荣和苑,"105.382118,30.879786"
保德公寓,山西省忻州市保德县,"111.085944,39.022616"
芷江小区,湖南省怀化市芷江侗族自治县芷江镇明山小区,"109.686515,27.439012"
和源名城,上海市闸北区和源名城,"121.467499,31.316879"
三泉公寓,北京市朝阳区三泉公寓,"116.467003,39.947498"
和源名城,上海市闸北区和源名城,"121.467499,31.316879"
紫金兰花苑,广东省河源市紫金县,"115.183814,23.635597"
永和三村,山西省临汾市永和县,"110.631981,36.759524"
永和三村,山西省临汾市永和县,"110.631981,36.759524"
永和三村,山西省临汾市永和县,"110.631981,36.759524"
临汾花园,山西省临汾市,"111.519310,36.088581"
永和三村,山西省临汾市永和县,"110.631981,36.759524"
万荣小区,山西省运城市万荣县,"110.837957,35.415805"
曲沃路321弄昌盛苑,上海市静安区曲沃路321弄,"121.444244,31.311778"
万荣小区,山西省运城市万荣县,"110.837957,35.415805"
万荣小区,山西省运城市万荣县,"110.837957,35.415805"
和源名城,上海市闸北区和源名城,"121.467499,31.316879"
粤秀苑,上海市闸北区粤秀苑,"121.459396,31.288643"
临汾路1565弄,上海市静安区临汾路1565弄,"121.437511,31.309514"
万荣新苑,上海市静安区万荣新苑,"121.437242,31.286411"
万荣新苑,上海市静安区万荣新苑,"121.437242,31.286411"
万荣小区,山西省运城市万荣县,"110.837957,35.415805"
万荣小区,山西省运城市万荣县,"110.837957,35.415805"
万荣小区,山西省运城市万荣县,"110.837957,35.415805"
万荣小区,山西省运城市万荣县,"110.837957,35.415805"
临汾路1244弄,上海市静安区临汾路1244弄,"121.442646,31.311434"
沪太家具大厦,上海市闸北区沪太家具大厦,"121.450432,31.257908"
旭阳苑,上海市闸北区旭阳苑,"121.460983,31.276705"
浦联佳苑,上海市闸北区浦联佳苑,"121.423576,31.284672"
泰兴路355弄,江苏省泰州市泰兴市泰兴路,"120.019081,32.203289"
普善新苑,上海市闸北区普善新苑,"121.453758,31.259985"
中海万锦城(二期),上海市闸北区中海万锦城,"121.460342,31.250734"
沪太家具大厦,上海市闸北区沪太家具大厦,"121.450432,31.257908"
幸福第二公寓,上海市闸北区幸福第二公寓,"121.438354,31.303560"
绿园小区,吉林省长春市绿园区绿园小区,"125.264869,43.894739"
三阳小区,上海市浦东新区三阳小区,"121.488503,31.156586"
万荣小区,山西省运城市万荣县,"110.837957,35.415805"
白玉兰馨园,上海市静安区白玉兰馨园,"121.431317,31.300294"
美丽园公寓,江苏省苏州市常熟市美丽园公寓,"120.860794,31.713875"
静安兴海城,上海市静安区静安兴海城,"121.446351,31.236726"
静安兴海城,上海市静安区静安兴海城,"121.446351,31.236726"
绿泉公寓,上海市闸北区绿泉公寓,"121.440681,31.306417"
三泉家园,上海市闸北区三泉家园,"121.439186,31.319269"
三泉家园,上海市闸北区三泉家园,"121.439186,31.319269"
盛世家园,吉林省吉林市永吉县盛世家园,"126.494255,43.666061"
和源名城,上海市闸北区和源名城,"121.467499,31.316879"
灵艺大厦,浙江省嘉兴市桐乡市灵艺大厦,"120.556969,30.616085"
成亿花园,上海市闸北区成亿花园,"121.431252,31.296572"
三泉家园,上海市闸北区三泉家园,"121.439186,31.319269"
建银曙光小区,上海市闸北区建银曙光小区,"121.450378,31.270269"
久乐苑,上海市闸北区久乐苑,"121.447540,31.266493"
思美公寓,上海市闸北区思美公寓,"121.464714,31.306826"
景峰苑,新疆维吾尔自治区乌鲁木齐市新市区景峰苑,"87.572479,43.836369"
联通国际大厦,上海市闸北区联通国际大厦,"121.449814,31.245955"
中心铂庭,上海市闸北区中心铂庭,"121.464928,31.243940"
鸿泽苑,上海市闸北区鸿泽苑,"121.424988,31.271727"
建银曙光小区,上海市闸北区建银曙光小区,"121.450378,31.270269"
临汾名城,山西省临汾市,"111.519310,36.088581"
协和大厦,广东省佛山市禅城区协和大厦,"113.099998,23.020390"
协诚中心大厦,上海市闸北区协诚中心大厦,"121.458862,31.255409"
久乐苑,上海市闸北区久乐苑,"121.447540,31.266493"
灵艺大厦,浙江省嘉兴市桐乡市灵艺大厦,"120.556969,30.616085"
久乐苑,上海市闸北区久乐苑,"121.447540,31.266493"
联通国际大厦,上海市闸北区联通国际大厦,"121.449814,31.245955"
建银曙光小区,上海市闸北区建银曙光小区,"121.450378,31.270269"
建银曙光小区,上海市闸北区建银曙光小区,"121.450378,31.270269"
灵广大厦,上海市闸北区华龙灵广大厦,"121.451149,31.255903"
中兴财富国际公寓,上海市闸北区中兴财富国际公寓,"121.463089,31.253296"
临汾名城,山西省临汾市,"111.519310,36.088581"
恒安大厦,北京市朝阳区恒安大厦,"116.460945,39.931484"
阳城花园,山西省晋城市阳城县,"112.414798,35.486275"
共康前进公寓,黑龙江省佳木斯市前进区,"130.375254,46.814050"
幸福第二公寓,上海市闸北区幸福第二公寓,"121.438354,31.303560"
荣和苑,四川省遂宁市射洪县荣和苑,"105.382118,30.879786"
三泉家园,上海市闸北区三泉家园,"121.439186,31.319269"
玉峰花园,山西省太原市小店区裕丰花园,"112.570801,37.785950"
和源名城,上海市闸北区和源名城,"121.467499,31.316879"
玉峰花园,山西省太原市小店区裕丰花园,"112.570801,37.785950"
共康前进公寓,黑龙江省佳木斯市前进区,"130.375254,46.814050"
临汾路1244弄,上海市静安区临汾路1244弄,"121.442646,31.311434"
临汾花园,山西省临汾市,"111.519310,36.088581"
三泉公寓,北京市朝阳区三泉公寓,"116.467003,39.947498"
幸福第一公寓,上海市闸北区幸福第一公寓,"121.443085,31.304104"
共康四村,上海市宝山区共康四村,"121.423332,31.302292"
共康前进公寓,黑龙江省佳木斯市前进区,"130.375254,46.814050"
建银曙光小区,上海市闸北区建银曙光小区,"121.450378,31.270269"
蕃瓜弄小区,上海市静安区蕃瓜弄汉中小区,"121.459990,31.243155"
玉峰花园,山西省太原市小店区裕丰花园,"112.570801,37.785950"
建银曙光小区,上海市闸北区建银曙光小区,"121.450378,31.270269"
盛世家园,吉林省吉林市永吉县盛世家园,"126.494255,43.666061"
临汾名城,山西省临汾市,"111.519310,36.088581"
上海滩大宁城(公寓),上海市静安区上海滩大宁城,"121.457031,31.261200"
紫兰苑,安徽省合肥市肥西县紫兰苑,"117.166245,31.810492"
恒丰大楼(静安),上海市静安区静安,"121.446911,31.217425"
上海滩大宁城(公寓),上海市静安区上海滩大宁城,"121.457031,31.261200"
上海滩大宁城(公寓),上海市静安区上海滩大宁城,"121.457031,31.261200"
绿色丽园,上海市虹口区绿色丽园,"121.498924,31.271828"
上海滩大宁城(公寓),上海市静安区上海滩大宁城,"121.457031,31.261200"
宝城公寓,上海市静安区宝城公寓,"121.444237,31.228928"
阳城贵都,山西省晋城市阳城县,"112.414798,35.486275"
上海滩大宁城(公寓),上海市静安区上海滩大宁城,"121.457031,31.261200"
万荣阳光苑,山西省运城市万荣县,"110.837957,35.415805"
静安河滨花园,上海市静安区静安河滨花园,"121.450943,31.241510"
北苑大厦,广西壮族自治区玉林市北流市北苑大厦,"110.354851,22.710495"
远龙公寓,上海市闸北区远龙公寓,"121.426544,31.272705"
中山家具大厦,上海市静安区中山家具大厦,"121.450798,31.258022"
物华园,山东省东营市东营区物华园,"118.496460,37.454632"
爱俪轩,上海市静安区爱俪轩,"121.438484,31.216400"
凯成苑,上海市闸北区凯成苑,"121.462410,31.248446"
宁祥公寓,上海市闸北区宁祥公寓,"121.449272,31.269312"
和泰花园,甘肃省定西市陇西县和泰花园,"104.641487,35.007854"
物华园,山东省东营市东营区物华园,"118.496460,37.454632"
胶州大楼,山东省青岛市胶州市,"120.033382,36.264680"
怡甸公寓,上海市静安区怡甸公寓,"121.441101,31.229767"
鑫安公寓,上海市闸北区鑫安公寓,"121.460236,31.266449"
永昌大厦,澳门特别行政区花王堂区永昌大厦,"113.553592,22.199339"
永盛苑,山西省长治市沁县永盛苑,"112.704567,36.756546"
精文城上城,贵州省黔南布依族苗族自治州龙里县城上城,"106.981594,26.446046"
歌林春天馨园,上海市闸北区歌林春天馨园,"121.443115,31.271276"
君子兰公寓,上海市静安区君子兰公寓,"121.428307,31.226545"
和泰花园,甘肃省定西市陇西县和泰花园,"104.641487,35.007854"
怡甸公寓,上海市静安区怡甸公寓,"121.441101,31.229767"
天合大厦,北京市朝阳区天合大厦,"116.412758,39.986702"
天鼎花园,上海市静安区天鼎花园,"121.452278,31.239634"
胶州大楼,山东省青岛市胶州市,"120.033382,36.264680"
宁泰馨苑,上海市闸北区宁泰馨苑,"121.437881,31.270922"
爱俪轩,上海市静安区爱俪轩,"121.438484,31.216400"
慧芝湖花园,上海市闸北区慧芝湖花园,"121.459801,31.281523"
鑫康苑,上海市静安区鑫康苑,"121.430588,31.228247"
慧芝湖花园,上海市闸北区慧芝湖花园,"121.459801,31.281523"
新红厦公寓,上海市闸北区新红厦公寓,"121.471031,31.249121"
成亿花园,上海市闸北区成亿花园,"121.431252,31.296572"
临汾路1565弄,上海市静安区临汾路1565弄,"121.437511,31.309514"
盛世家园,吉林省吉林市永吉县盛世家园,"126.494255,43.666061"
申地公寓,上海市闸北区申地公寓,"121.461639,31.264690"
洛东苑,上海市闸北区洛东苑,"121.452660,31.265499"
申银发展大厦(公寓),上海市静安区申银发展大厦,"121.454407,31.234449"
锦沧公寓,上海市闸北区锦沧公寓,"121.450279,31.266926"
永乐苑,江苏省无锡市南长区永乐苑,"120.305733,31.558298"
普善新苑,上海市闸北区普善新苑,"121.453758,31.259985"
永和丽园,上海市静安区永和丽园,"121.430806,31.285118"
华纺小区,北京市朝阳区华纺易城,"116.515343,39.929905"
康定大厦,四川省甘孜藏族自治州康定市,"101.956870,29.998544"
紫兰苑,安徽省合肥市肥西县紫兰苑,"117.166245,31.810492"
康定大厦,四川省甘孜藏族自治州康定市,"101.956870,29.998544"
康定大厦,四川省甘孜藏族自治州康定市,"101.956870,29.998544"
志园公寓,上海市闸北区志园公寓,"121.469490,31.257713"
永和雅园,上海市静安区永和雅园,"121.429884,31.287072"
华纺小区,北京市朝阳区华纺易城,"116.515343,39.929905"
中海万锦城(三期),上海市闸北区中海万锦城,"121.460342,31.250734"
长城苑,四川省眉山市洪雅县长城苑,"103.375343,29.908308"
新世纪公寓,广东省东莞市新世纪,"113.705116,23.036757"
明园森林都市,上海市闸北区滴翠苑明园森林都市,"121.454117,31.288395"
阳城书院,山西省晋城市阳城县,"112.414798,35.486275"
紫兰苑,安徽省合肥市肥西县紫兰苑,"117.166245,31.810492"
申地苑,上海市闸北区申地苑,"121.466736,31.265684"
阳城花园,山西省晋城市阳城县,"112.414798,35.486275"
长城苑,四川省眉山市洪雅县长城苑,"103.375343,29.908308"
紫兰苑,安徽省合肥市肥西县紫兰苑,"117.166245,31.810492"
永和雅园,上海市静安区永和雅园,"121.429884,31.287072"
冠秀公寓,上海市闸北区冠秀公寓,"121.469017,31.265013"
丽都新贵,上海市静安区丽都新贵,"121.459862,31.234594"
九龙花苑,江西省赣州市安远县九龙花苑,"115.387262,25.131193"
爱俪轩,上海市静安区爱俪轩,"121.438484,31.216400"
东方莱茵,海南省东方市,"108.651829,19.095187"
东方莱茵,海南省东方市,"108.651829,19.095187"
和源中环企业广场,上海市闸北区和源中环企业广场,"121.451988,31.288280"
恒丰古北家苑,上海市闸北区恒丰古北家苑,"121.457253,31.239059"
福安大厦(静安),福建省宁德市福安市福安,"119.643429,27.101071"
嘉发大厦,上海市静安区嘉发大厦,"121.463928,31.233122"
嘉发大厦,上海市静安区嘉发大厦,"121.463928,31.233122"
联通国际大厦,上海市闸北区联通国际大厦,"121.449814,31.245955"
嘉发大厦,上海市静安区嘉发大厦,"121.463928,31.233122"
三泉公寓,北京市朝阳区三泉公寓,"116.467003,39.947498"
天鼎花园,上海市静安区天鼎花园,"121.452278,31.239634"
金纺小区,辽宁省大连市金州区金纺小区,"121.739220,39.089260"
和泰花园,甘肃省定西市陇西县和泰花园,"104.641487,35.007854"
协和大厦,广东省佛山市禅城区协和大厦,"113.099998,23.020390"
绿苑公寓,浙江省台州市路桥区绿苑公寓,"121.358887,28.585823"
物华园,山东省东营市东营区物华园,"118.496460,37.454632"
越秀苑,宁夏回族自治区银川市永宁县越秀苑,"106.252916,38.273157"
富容大厦,上海市静安区富容大厦写字楼,"121.447929,31.240080"
和福花苑,山东省青岛市即墨市和福花苑,"120.456596,36.382874"
华通大厦,江苏省南京市雨花台区华通大厦,"118.776962,31.975565"
越秀苑,宁夏回族自治区银川市永宁县越秀苑,"106.252916,38.273157"
精文城上城,贵州省黔南布依族苗族自治州龙里县城上城,"106.981594,26.446046"
永和丽园,上海市静安区永和丽园,"121.430806,31.285118"
恒凌公寓,上海市闸北区恒凌公寓,"121.435127,31.286427"
阳城美景,山西省晋城市阳城县,"112.414798,35.486275"
新梅共和城,上海市静安区新梅共和城,"121.449676,31.281305"
北方佳苑,黑龙江省绥化市明水县北方佳苑,"125.905533,47.181034"
越秀苑,宁夏回族自治区银川市永宁县越秀苑,"106.252916,38.273157"
世纪花苑,江西省吉安市吉州区世纪花苑,"114.987595,27.109159"
北方佳苑,黑龙江省绥化市明水县北方佳苑,"125.905533,47.181034"
丽都新贵,上海市静安区丽都新贵,"121.459862,31.234594"
凯鹏国际大厦,上海市闸北区凯鹏国际大厦,"121.464127,31.250320"
金峰大厦,湖南省长沙市岳麓区金峰大厦,"112.925964,28.233044"
快乐家苑,上海市闸北区快乐家苑,"121.450958,31.270470"
星城美景苑,上海市闸北区星城美景苑,"121.431534,31.282076"
物华园,山东省东营市东营区物华园,"118.496460,37.454632"
南山小区,广东省深圳市南山区南山小区,"113.919687,22.488327"
欣安大厦,上海市静安区欣安大厦,"121.437325,31.219156"
恒丰古北家苑,上海市闸北区恒丰古北家苑,"121.457253,31.239059"
物华园,山东省东营市东营区物华园,"118.496460,37.454632"
欣安大厦,上海市静安区欣安大厦,"121.437325,31.219156"
永和丽园,上海市静安区永和丽园,"121.430806,31.285118"
达安大厦,上海市静安区达安大厦,"121.455284,31.223587"
天香公寓,上海市静安区天香公寓,"121.448357,31.240412"
欣安大厦,上海市静安区欣安大厦,"121.437325,31.219156"
德安大厦,重庆市綦江区德安大厦,"106.647654,29.043471"
振安广场,辽宁省丹东市振安区,"124.470005,40.201540"
达安广场,上海市静安区达安广场,"121.455132,31.223433"
东方莱茵,海南省东方市,"108.651829,19.095187"
大德公寓,上海市静安区大德公寓,"121.453651,31.232161"
三泉家园,上海市闸北区三泉家园,"121.439186,31.319269"
和源名城,上海市闸北区和源名城,"121.467499,31.316879"
广兴公寓,上海市闸北区广兴公寓,"121.462791,31.254278"
华舟公寓,上海市闸北区华舟大厦,"121.452858,31.255367"
锦沧公寓,上海市闸北区锦沧公寓,"121.450279,31.266926"
振和公寓,上海市闸北区振和公寓,"121.464966,31.267775"
华舟公寓,上海市闸北区华舟大厦,"121.452858,31.255367"
振和公寓,上海市闸北区振和公寓,"121.464966,31.267775"
阳城花园,山西省晋城市阳城县,"112.414798,35.486275"
阳城美景,山西省晋城市阳城县,"112.414798,35.486275"
紫兰苑,安徽省合肥市肥西县紫兰苑,"117.166245,31.810492"
永和丽园,上海市静安区永和丽园,"121.430806,31.285118"
大宁龙盛雅苑,山西省临汾市大宁县,"110.752914,36.465126"
静安新格公寓,上海市静安区静安新格公寓,"121.450114,31.236417"
景华新村,上海市长宁区景华新村,"121.431664,31.208311"
同济佳苑,上海市静安区同济佳苑,"121.437363,31.230274"
升平小区,山东省青岛市李沧区升平小区,"120.388901,36.182781"
同济佳苑,上海市静安区同济佳苑,"121.437363,31.230274"
绿色丽园,上海市虹口区绿色丽园,"121.498924,31.271828"
大宁龙盛雅苑,山西省临汾市大宁县,"110.752914,36.465126"
万春小区,上海市静安区万春小区,"121.437569,31.228617"
爱文坊,上海市静安区爱文坊,"121.450310,31.228914"
上海壹街区,上海市闵行区壹街区,"121.516512,31.024403"
大宁龙盛雅苑,山西省临汾市大宁县,"110.752914,36.465126"
四和花园,上海市静安区四和花园,"121.441620,31.227301"
万春小区,上海市静安区万春小区,"121.437569,31.228617"
四和花园,上海市静安区四和花园,"121.441620,31.227301"
四和花园,上海市静安区四和花园,"121.441620,31.227301"
金家巷西弄,江苏省泰州市靖江市西弄,"120.264540,32.024455"
上海滩大宁城(公寓),上海市静安区上海滩大宁城,"121.457031,31.261200"
海防村,上海市静安区海防村居委会,"121.445328,31.239397"
海防村,上海市静安区海防村居委会,"121.445328,31.239397"
常熟路100弄,上海市静安区常熟路100弄,"121.445626,31.216963"
延长小区(闸北),陕西省延安市宝塔区延长小区,"109.525775,36.617830"
静安新格公寓,上海市静安区静安新格公寓,"121.450114,31.236417"
升平小区,山东省青岛市李沧区升平小区,"120.388901,36.182781"
静安新格公寓,上海市静安区静安新格公寓,"121.450114,31.236417"
静安新格公寓,上海市静安区静安新格公寓,"121.450114,31.236417"
